SMILES,LogS,Temperature_K,Compound_Name,CAS,PubChem_CID,FDA_Approved,Source,MolWt,MolLogP,TPSA,NumHDonors,NumHAcceptors,NumRotBonds,NumAromRings,HeavyAtomCount,RingCount,FractionCSP3
O=C1NC(=O)c2cc([N+](=O)[O-])ccc21,-1.6389852373076963,303.15,4-nitrophthalimide,89-40-7,6969.0,No,10.1021/acs.jced.0c00479,192.13,0.4783999999999999,89.31,1,4,1,1,14,2,0.0
O=C1NC(=O)c2cc([N+](=O)[O-])ccc21,-1.528027210302439,308.15,4-nitrophthalimide,89-40-7,6969.0,No,10.1021/acs.jced.0c00479,192.13,0.4783999999999999,89.31,1,4,1,1,14,2,0.0
O=C1NC(=O)c2cc([N+](=O)[O-])ccc21,-1.423482460235003,313.15,4-nitrophthalimide,89-40-7,6969.0,No,10.1021/acs.jced.0c00479,192.13,0.4783999999999999,89.31,1,4,1,1,14,2,0.0
O=C1NC(=O)c2cc([N+](=O)[O-])ccc21,-1.32523707165757,318.15,4-nitrophthalimide,89-40-7,6969.0,No,10.1021/acs.jced.0c00479,192.13,0.4783999999999999,89.31,1,4,1,1,14,2,0.0
O=C1NC(=O)c2cc([N+](=O)[O-])ccc21,-1.2233586553011768,323.15,4-nitrophthalimide,89-40-7,6969.0,No,10.1021/acs.jced.0c00479,192.13,0.4783999999999999,89.31,1,4,1,1,14,2,0.0
O=C(O)Cc1ccccc1[N+](=O)[O-],-2.529095709939785,283.15,2-nitrophenylacetic acid,3740-52-1,77337.0,No,10.1021/acs.jced.0c00543,181.147,1.2219,80.44,1,3,3,1,13,1,0.125
O=C(O)Cc1ccccc1[N+](=O)[O-],-2.364063910005565,288.15,2-nitrophenylacetic acid,3740-52-1,77337.0,No,10.1021/acs.jced.0c00543,181.147,1.2219,80.44,1,3,3,1,13,1,0.125
O=C(O)Cc1ccccc1[N+](=O)[O-],-2.2360055510795456,293.15,2-nitrophenylacetic acid,3740-52-1,77337.0,No,10.1021/acs.jced.0c00543,181.147,1.2219,80.44,1,3,3,1,13,1,0.125
O=C(O)Cc1ccccc1[N+](=O)[O-],-2.10825352085435,298.15,2-nitrophenylacetic acid,3740-52-1,77337.0,No,10.1021/acs.jced.0c00543,181.147,1.2219,80.44,1,3,3,1,13,1,0.125
O=C(O)Cc1ccccc1[N+](=O)[O-],-1.9902754880636075,303.15,2-nitrophenylacetic acid,3740-52-1,77337.0,No,10.1021/acs.jced.0c00543,181.147,1.2219,80.44,1,3,3,1,13,1,0.125
O=C(O)Cc1ccccc1[N+](=O)[O-],-1.863150206515344,308.15,2-nitrophenylacetic acid,3740-52-1,77337.0,No,10.1021/acs.jced.0c00543,181.147,1.2219,80.44,1,3,3,1,13,1,0.125
O=C(O)Cc1ccccc1[N+](=O)[O-],-1.7518408125649845,313.15,2-nitrophenylacetic acid,3740-52-1,77337.0,No,10.1021/acs.jced.0c00543,181.147,1.2219,80.44,1,3,3,1,13,1,0.125
O=C(O)Cc1ccccc1[N+](=O)[O-],-1.6302103320424548,318.15,2-nitrophenylacetic acid,3740-52-1,77337.0,No,10.1021/acs.jced.0c00543,181.147,1.2219,80.44,1,3,3,1,13,1,0.125
O=C(O)Cc1ccccc1[N+](=O)[O-],-1.516952465287503,323.15,2-nitrophenylacetic acid,3740-52-1,77337.0,No,10.1021/acs.jced.0c00543,181.147,1.2219,80.44,1,3,3,1,13,1,0.125
O=C(O)Cc1ccccc1[N+](=O)[O-],-1.399924111827756,328.15,2-nitrophenylacetic acid,3740-52-1,77337.0,No,10.1021/acs.jced.0c00543,181.147,1.2219,80.44,1,3,3,1,13,1,0.125
CCCOC(=O)c1ccc(O)cc1,-2.9815985602736306,283.15,Propylparaben,94-13-3,7175.0,No,10.1021/acs.jced.0c00584,180.203,1.959,46.53,1,3,3,1,13,1,0.3
CCCOC(=O)c1ccc(O)cc1,-2.937952939105237,288.15,Propylparaben,94-13-3,7175.0,No,10.1021/acs.jced.0c00584,180.203,1.959,46.53,1,3,3,1,13,1,0.3
CCCOC(=O)c1ccc(O)cc1,-2.8816537112627643,293.15,Propylparaben,94-13-3,7175.0,No,10.1021/acs.jced.0c00584,180.203,1.959,46.53,1,3,3,1,13,1,0.3
CCCOC(=O)c1ccc(O)cc1,-2.78708250077441,298.15,Propylparaben,94-13-3,7175.0,No,10.1021/acs.jced.0c00584,180.203,1.959,46.53,1,3,3,1,13,1,0.3
CCCOC(=O)c1ccc(O)cc1,-2.6709234996162485,303.15,Propylparaben,94-13-3,7175.0,No,10.1021/acs.jced.0c00584,180.203,1.959,46.53,1,3,3,1,13,1,0.3
CCCOC(=O)c1ccc(O)cc1,-2.538052670314946,308.15,Propylparaben,94-13-3,7175.0,No,10.1021/acs.jced.0c00584,180.203,1.959,46.53,1,3,3,1,13,1,0.3
CCCOC(=O)c1ccc(O)cc1,-2.4114230551245632,313.15,Propylparaben,94-13-3,7175.0,No,10.1021/acs.jced.0c00584,180.203,1.959,46.53,1,3,3,1,13,1,0.3
CCCOC(=O)c1ccc(O)cc1,-2.2998725107669813,318.15,Propylparaben,94-13-3,7175.0,No,10.1021/acs.jced.0c00584,180.203,1.959,46.53,1,3,3,1,13,1,0.3
CCCOC(=O)c1ccc(O)cc1,-2.1838035548038643,323.15,Propylparaben,94-13-3,7175.0,No,10.1021/acs.jced.0c00584,180.203,1.959,46.53,1,3,3,1,13,1,0.3
O=C1CC[C@@H](C(=O)N2CSC[C@H]2C(=O)O)N1,-1.0422177934909778,278.15,Pidotimod,121808-62-6,65944.0,No,10.1021/acs.jced.0c00616,244.272,-0.7488999999999997,86.71000000000001,2,4,2,0,16,2,0.6666666666666666
O=C1CC[C@@H](C(=O)N2CSC[C@H]2C(=O)O)N1,-0.9965786797390028,283.15,Pidotimod,121808-62-6,65944.0,No,10.1021/acs.jced.0c00616,244.272,-0.7488999999999997,86.71000000000001,2,4,2,0,16,2,0.6666666666666666
O=C1CC[C@@H](C(=O)N2CSC[C@H]2C(=O)O)N1,-0.944017552884276,288.15,Pidotimod,121808-62-6,65944.0,No,10.1021/acs.jced.0c00616,244.272,-0.7488999999999997,86.71000000000001,2,4,2,0,16,2,0.6666666666666666
O=C1CC[C@@H](C(=O)N2CSC[C@H]2C(=O)O)N1,-0.8861790528067122,293.15,Pidotimod,121808-62-6,65944.0,No,10.1021/acs.jced.0c00616,244.272,-0.7488999999999997,86.71000000000001,2,4,2,0,16,2,0.6666666666666666
O=C1CC[C@@H](C(=O)N2CSC[C@H]2C(=O)O)N1,-0.8243793835100641,298.15,Pidotimod,121808-62-6,65944.0,No,10.1021/acs.jced.0c00616,244.272,-0.7488999999999997,86.71000000000001,2,4,2,0,16,2,0.6666666666666666
O=C1CC[C@@H](C(=O)N2CSC[C@H]2C(=O)O)N1,-0.7603434701278703,303.15,Pidotimod,121808-62-6,65944.0,No,10.1021/acs.jced.0c00616,244.272,-0.7488999999999997,86.71000000000001,2,4,2,0,16,2,0.6666666666666666
O=C1CC[C@@H](C(=O)N2CSC[C@H]2C(=O)O)N1,-0.6904305966044127,308.15,Pidotimod,121808-62-6,65944.0,No,10.1021/acs.jced.0c00616,244.272,-0.7488999999999997,86.71000000000001,2,4,2,0,16,2,0.6666666666666666
O=C1CC[C@@H](C(=O)N2CSC[C@H]2C(=O)O)N1,-0.6201504287717378,313.15,Pidotimod,121808-62-6,65944.0,No,10.1021/acs.jced.0c00616,244.272,-0.7488999999999997,86.71000000000001,2,4,2,0,16,2,0.6666666666666666
O=C1CC[C@@H](C(=O)N2CSC[C@H]2C(=O)O)N1,-0.5511445250008741,318.15,Pidotimod,121808-62-6,65944.0,No,10.1021/acs.jced.0c00616,244.272,-0.7488999999999997,86.71000000000001,2,4,2,0,16,2,0.6666666666666666
O=C1CC[C@@H](C(=O)N2CSC[C@H]2C(=O)O)N1,-0.4770470520556178,323.15,Pidotimod,121808-62-6,65944.0,No,10.1021/acs.jced.0c00616,244.272,-0.7488999999999997,86.71000000000001,2,4,2,0,16,2,0.6666666666666666
O=C(Nc1ccc(F)cc1F)c1cccnc1Oc1cccc(C(F)(F)F)c1,-5.094878670741507,278.15,Diflufenican,83164-33-4,91735.0,No,10.1021/acs.jced.0c00631,394.299,5.423200000000003,51.22,1,3,4,3,28,3,0.0526315789473684
O=C(Nc1ccc(F)cc1F)c1cccnc1Oc1cccc(C(F)(F)F)c1,-4.950628167722615,283.15,Diflufenican,83164-33-4,91735.0,No,10.1021/acs.jced.0c00631,394.299,5.423200000000003,51.22,1,3,4,3,28,3,0.0526315789473684
O=C(Nc1ccc(F)cc1F)c1cccnc1Oc1cccc(C(F)(F)F)c1,-4.828539082174166,288.15,Diflufenican,83164-33-4,91735.0,No,10.1021/acs.jced.0c00631,394.299,5.423200000000003,51.22,1,3,4,3,28,3,0.0526315789473684
O=C(Nc1ccc(F)cc1F)c1cccnc1Oc1cccc(C(F)(F)F)c1,-4.733576891763155,293.15,Diflufenican,83164-33-4,91735.0,No,10.1021/acs.jced.0c00631,394.299,5.423200000000003,51.22,1,3,4,3,28,3,0.0526315789473684
O=C(Nc1ccc(F)cc1F)c1cccnc1Oc1cccc(C(F)(F)F)c1,-4.646256988346701,298.15,Diflufenican,83164-33-4,91735.0,No,10.1021/acs.jced.0c00631,394.299,5.423200000000003,51.22,1,3,4,3,28,3,0.0526315789473684
O=C(Nc1ccc(F)cc1F)c1cccnc1Oc1cccc(C(F)(F)F)c1,-4.560646980590804,303.15,Diflufenican,83164-33-4,91735.0,No,10.1021/acs.jced.0c00631,394.299,5.423200000000003,51.22,1,3,4,3,28,3,0.0526315789473684
O=C(Nc1ccc(F)cc1F)c1cccnc1Oc1cccc(C(F)(F)F)c1,-4.476479137379026,308.15,Diflufenican,83164-33-4,91735.0,No,10.1021/acs.jced.0c00631,394.299,5.423200000000003,51.22,1,3,4,3,28,3,0.0526315789473684
O=C(Nc1ccc(F)cc1F)c1cccnc1Oc1cccc(C(F)(F)F)c1,-4.398388557819953,313.15,Diflufenican,83164-33-4,91735.0,No,10.1021/acs.jced.0c00631,394.299,5.423200000000003,51.22,1,3,4,3,28,3,0.0526315789473684
O=C(Nc1ccc(F)cc1F)c1cccnc1Oc1cccc(C(F)(F)F)c1,-4.319340293319893,318.15,Diflufenican,83164-33-4,91735.0,No,10.1021/acs.jced.0c00631,394.299,5.423200000000003,51.22,1,3,4,3,28,3,0.0526315789473684
O=C(Nc1ccc(F)cc1F)c1cccnc1Oc1cccc(C(F)(F)F)c1,-4.2429915679557375,323.15,Diflufenican,83164-33-4,91735.0,No,10.1021/acs.jced.0c00631,394.299,5.423200000000003,51.22,1,3,4,3,28,3,0.0526315789473684
CCS(=O)(=O)c1cccnc1S(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,-4.896760991846311,278.15,Rimsulfuron,122931-48-0,91779.0,No,10.1021/acs.jced.0c00632,431.4520000000002,0.1927999999999994,166.53999999999996,2,10,7,2,28,2,0.2857142857142857
CCS(=O)(=O)c1cccnc1S(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,-4.80520744237407,283.15,Rimsulfuron,122931-48-0,91779.0,No,10.1021/acs.jced.0c00632,431.4520000000002,0.1927999999999994,166.53999999999996,2,10,7,2,28,2,0.2857142857142857
CCS(=O)(=O)c1cccnc1S(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,-4.719466715518313,288.15,Rimsulfuron,122931-48-0,91779.0,No,10.1021/acs.jced.0c00632,431.4520000000002,0.1927999999999994,166.53999999999996,2,10,7,2,28,2,0.2857142857142857
CCS(=O)(=O)c1cccnc1S(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,-4.640988218141605,293.15,Rimsulfuron,122931-48-0,91779.0,No,10.1021/acs.jced.0c00632,431.4520000000002,0.1927999999999994,166.53999999999996,2,10,7,2,28,2,0.2857142857142857
CCS(=O)(=O)c1cccnc1S(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,-4.5680525484210674,298.15,Rimsulfuron,122931-48-0,91779.0,No,10.1021/acs.jced.0c00632,431.4520000000002,0.1927999999999994,166.53999999999996,2,10,7,2,28,2,0.2857142857142857
CCS(=O)(=O)c1cccnc1S(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,-4.4974065331340105,303.15,Rimsulfuron,122931-48-0,91779.0,No,10.1021/acs.jced.0c00632,431.4520000000002,0.1927999999999994,166.53999999999996,2,10,7,2,28,2,0.2857142857142857
CCS(=O)(=O)c1cccnc1S(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,-4.4273251809986816,308.15,Rimsulfuron,122931-48-0,91779.0,No,10.1021/acs.jced.0c00632,431.4520000000002,0.1927999999999994,166.53999999999996,2,10,7,2,28,2,0.2857142857142857
CCS(=O)(=O)c1cccnc1S(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,-4.3696682161637534,313.15,Rimsulfuron,122931-48-0,91779.0,No,10.1021/acs.jced.0c00632,431.4520000000002,0.1927999999999994,166.53999999999996,2,10,7,2,28,2,0.2857142857142857
CCS(=O)(=O)c1cccnc1S(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,-4.307840979462433,318.15,Rimsulfuron,122931-48-0,91779.0,No,10.1021/acs.jced.0c00632,431.4520000000002,0.1927999999999994,166.53999999999996,2,10,7,2,28,2,0.2857142857142857
CCS(=O)(=O)c1cccnc1S(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,-4.250983661458687,323.15,Rimsulfuron,122931-48-0,91779.0,No,10.1021/acs.jced.0c00632,431.4520000000002,0.1927999999999994,166.53999999999996,2,10,7,2,28,2,0.2857142857142857
COC(=O)c1c(Cl)nn(C)c1S(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,-4.74456630906421,278.15,Halosulfuron-methyl,100784-20-1,91763.0,No,10.1021/acs.jced.0c00633,434.8180000000002,0.1776999999999995,163.62999999999994,2,10,6,2,28,2,0.3076923076923077
COC(=O)c1c(Cl)nn(C)c1S(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,-4.727233367053636,283.15,Halosulfuron-methyl,100784-20-1,91763.0,No,10.1021/acs.jced.0c00633,434.8180000000002,0.1776999999999995,163.62999999999994,2,10,6,2,28,2,0.3076923076923077
COC(=O)c1c(Cl)nn(C)c1S(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,-4.710099825476791,288.15,Halosulfuron-methyl,100784-20-1,91763.0,No,10.1021/acs.jced.0c00633,434.8180000000002,0.1776999999999995,163.62999999999994,2,10,6,2,28,2,0.3076923076923077
COC(=O)c1c(Cl)nn(C)c1S(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,-4.69281246229729,293.15,Halosulfuron-methyl,100784-20-1,91763.0,No,10.1021/acs.jced.0c00633,434.8180000000002,0.1776999999999995,163.62999999999994,2,10,6,2,28,2,0.3076923076923077
COC(=O)c1c(Cl)nn(C)c1S(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,-4.676334286478458,298.15,Halosulfuron-methyl,100784-20-1,91763.0,No,10.1021/acs.jced.0c00633,434.8180000000002,0.1776999999999995,163.62999999999994,2,10,6,2,28,2,0.3076923076923077
COC(=O)c1c(Cl)nn(C)c1S(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,-4.660051606614386,303.15,Halosulfuron-methyl,100784-20-1,91763.0,No,10.1021/acs.jced.0c00633,434.8180000000002,0.1776999999999995,163.62999999999994,2,10,6,2,28,2,0.3076923076923077
COC(=O)c1c(Cl)nn(C)c1S(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,-4.644075886645203,308.15,Halosulfuron-methyl,100784-20-1,91763.0,No,10.1021/acs.jced.0c00633,434.8180000000002,0.1776999999999995,163.62999999999994,2,10,6,2,28,2,0.3076923076923077
COC(=O)c1c(Cl)nn(C)c1S(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,-4.629208908472746,313.15,Halosulfuron-methyl,100784-20-1,91763.0,No,10.1021/acs.jced.0c00633,434.8180000000002,0.1776999999999995,163.62999999999994,2,10,6,2,28,2,0.3076923076923077
COC(=O)c1c(Cl)nn(C)c1S(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,-4.612817337145307,318.15,Halosulfuron-methyl,100784-20-1,91763.0,No,10.1021/acs.jced.0c00633,434.8180000000002,0.1776999999999995,163.62999999999994,2,10,6,2,28,2,0.3076923076923077
COC(=O)c1c(Cl)nn(C)c1S(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,-4.595841713224042,323.15,Halosulfuron-methyl,100784-20-1,91763.0,No,10.1021/acs.jced.0c00633,434.8180000000002,0.1776999999999995,163.62999999999994,2,10,6,2,28,2,0.3076923076923077
Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl,-2.109575733188132,283.15,"4,4′-methylene-bis-(2-chloroaniline)",101-14-4,7543.0,No,10.1021/acs.jced.0c00655,267.159,3.7486000000000015,52.04,2,2,2,2,17,2,0.0769230769230769
Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl,-2.020422155503913,288.15,"4,4′-methylene-bis-(2-chloroaniline)",101-14-4,7543.0,No,10.1021/acs.jced.0c00655,267.159,3.7486000000000015,52.04,2,2,2,2,17,2,0.0769230769230769
Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl,-1.8983784727418345,293.15,"4,4′-methylene-bis-(2-chloroaniline)",101-14-4,7543.0,No,10.1021/acs.jced.0c00655,267.159,3.7486000000000015,52.04,2,2,2,2,17,2,0.0769230769230769
Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl,-1.8004270695127351,298.15,"4,4′-methylene-bis-(2-chloroaniline)",101-14-4,7543.0,No,10.1021/acs.jced.0c00655,267.159,3.7486000000000015,52.04,2,2,2,2,17,2,0.0769230769230769
Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl,-1.723352908205406,303.15,"4,4′-methylene-bis-(2-chloroaniline)",101-14-4,7543.0,No,10.1021/acs.jced.0c00655,267.159,3.7486000000000015,52.04,2,2,2,2,17,2,0.0769230769230769
Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl,-1.6463338039947806,308.15,"4,4′-methylene-bis-(2-chloroaniline)",101-14-4,7543.0,No,10.1021/acs.jced.0c00655,267.159,3.7486000000000015,52.04,2,2,2,2,17,2,0.0769230769230769
Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl,-1.582126341161331,313.15,"4,4′-methylene-bis-(2-chloroaniline)",101-14-4,7543.0,No,10.1021/acs.jced.0c00655,267.159,3.7486000000000015,52.04,2,2,2,2,17,2,0.0769230769230769
Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl,-1.512252312176874,318.15,"4,4′-methylene-bis-(2-chloroaniline)",101-14-4,7543.0,No,10.1021/acs.jced.0c00655,267.159,3.7486000000000015,52.04,2,2,2,2,17,2,0.0769230769230769
Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl,-1.4255064786686014,323.15,"4,4′-methylene-bis-(2-chloroaniline)",101-14-4,7543.0,No,10.1021/acs.jced.0c00655,267.159,3.7486000000000015,52.04,2,2,2,2,17,2,0.0769230769230769
Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl,-1.336215994386917,328.15,"4,4′-methylene-bis-(2-chloroaniline)",101-14-4,7543.0,No,10.1021/acs.jced.0c00655,267.159,3.7486000000000015,52.04,2,2,2,2,17,2,0.0769230769230769
O=Cc1cc(C=O)cc(C=O)c1,-2.642962911191792,283.15,"1,3,5-triformylbenzene",3163-76-6,2747968.0,No,10.1021/acs.jced.0c00776,162.14399999999998,1.1241,51.21,0,3,3,1,12,1,0.0
O=Cc1cc(C=O)cc(C=O)c1,-2.470668979704969,288.15,"1,3,5-triformylbenzene",3163-76-6,2747968.0,No,10.1021/acs.jced.0c00776,162.14399999999998,1.1241,51.21,0,3,3,1,12,1,0.0
O=Cc1cc(C=O)cc(C=O)c1,-2.3118914584277976,293.15,"1,3,5-triformylbenzene",3163-76-6,2747968.0,No,10.1021/acs.jced.0c00776,162.14399999999998,1.1241,51.21,0,3,3,1,12,1,0.0
O=Cc1cc(C=O)cc(C=O)c1,-2.2234466668047825,298.15,"1,3,5-triformylbenzene",3163-76-6,2747968.0,No,10.1021/acs.jced.0c00776,162.14399999999998,1.1241,51.21,0,3,3,1,12,1,0.0
O=Cc1cc(C=O)cc(C=O)c1,-2.1368963065171864,303.15,"1,3,5-triformylbenzene",3163-76-6,2747968.0,No,10.1021/acs.jced.0c00776,162.14399999999998,1.1241,51.21,0,3,3,1,12,1,0.0
O=Cc1cc(C=O)cc(C=O)c1,-2.0763251690562354,308.15,"1,3,5-triformylbenzene",3163-76-6,2747968.0,No,10.1021/acs.jced.0c00776,162.14399999999998,1.1241,51.21,0,3,3,1,12,1,0.0
O=Cc1cc(C=O)cc(C=O)c1,-2.028503531958004,313.15,"1,3,5-triformylbenzene",3163-76-6,2747968.0,No,10.1021/acs.jced.0c00776,162.14399999999998,1.1241,51.21,0,3,3,1,12,1,0.0
O=Cc1cc(C=O)cc(C=O)c1,-1.992654878243419,318.15,"1,3,5-triformylbenzene",3163-76-6,2747968.0,No,10.1021/acs.jced.0c00776,162.14399999999998,1.1241,51.21,0,3,3,1,12,1,0.0
O=Cc1cc(C=O)cc(C=O)c1,-1.9641085503712168,323.15,"1,3,5-triformylbenzene",3163-76-6,2747968.0,No,10.1021/acs.jced.0c00776,162.14399999999998,1.1241,51.21,0,3,3,1,12,1,0.0
O=C(O)[C@@H]1C[C@@H](O)CN1,0.4248847656729314,283.15,L-hydroxyproline,51-35-4,5810.0,No,10.1021/acs.jced.0c00794,131.131,-1.2062,69.56,3,3,1,0,9,1,0.8
O=C(O)[C@@H]1C[C@@H](O)CN1,0.4402650155308671,288.15,L-hydroxyproline,51-35-4,5810.0,No,10.1021/acs.jced.0c00794,131.131,-1.2062,69.56,3,3,1,0,9,1,0.8
O=C(O)[C@@H]1C[C@@H](O)CN1,0.4581130139425481,293.15,L-hydroxyproline,51-35-4,5810.0,No,10.1021/acs.jced.0c00794,131.131,-1.2062,69.56,3,3,1,0,9,1,0.8
O=C(O)[C@@H]1C[C@@H](O)CN1,0.4745786022652787,298.15,L-hydroxyproline,51-35-4,5810.0,No,10.1021/acs.jced.0c00794,131.131,-1.2062,69.56,3,3,1,0,9,1,0.8
O=C(O)[C@@H]1C[C@@H](O)CN1,0.4906664861013275,303.15,L-hydroxyproline,51-35-4,5810.0,No,10.1021/acs.jced.0c00794,131.131,-1.2062,69.56,3,3,1,0,9,1,0.8
O=C(O)[C@@H]1C[C@@H](O)CN1,0.5098859450538971,308.15,L-hydroxyproline,51-35-4,5810.0,No,10.1021/acs.jced.0c00794,131.131,-1.2062,69.56,3,3,1,0,9,1,0.8
O=C(O)[C@@H]1C[C@@H](O)CN1,0.5233135490751708,313.15,L-hydroxyproline,51-35-4,5810.0,No,10.1021/acs.jced.0c00794,131.131,-1.2062,69.56,3,3,1,0,9,1,0.8
O=C(O)[C@@H]1C[C@@H](O)CN1,0.5374414690653615,318.15,L-hydroxyproline,51-35-4,5810.0,No,10.1021/acs.jced.0c00794,131.131,-1.2062,69.56,3,3,1,0,9,1,0.8
O=C(O)[C@@H]1C[C@@H](O)CN1,0.5529632048849228,323.15,L-hydroxyproline,51-35-4,5810.0,No,10.1021/acs.jced.0c00794,131.131,-1.2062,69.56,3,3,1,0,9,1,0.8
O=C(O)[C@@H]1C[C@@H](O)CN1,0.5670002009605087,328.15,L-hydroxyproline,51-35-4,5810.0,No,10.1021/acs.jced.0c00794,131.131,-1.2062,69.56,3,3,1,0,9,1,0.8
O=C(O)[C@@H]1C[C@@H](O)CN1,0.5939852148276848,333.15,L-hydroxyproline,51-35-4,5810.0,No,10.1021/acs.jced.0c00794,131.131,-1.2062,69.56,3,3,1,0,9,1,0.8
CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@@]21C,-4.4351210602029,273.15,Cyproterone acetate,427-51-0,9880.0,Yes,10.1021/acs.jced.0c00803,416.9450000000003,4.607600000000004,60.440000000000005,0,4,2,0,29,5,0.7083333333333334
CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@@]21C,-4.317903413137149,278.15,Cyproterone acetate,427-51-0,9880.0,Yes,10.1021/acs.jced.0c00803,416.9450000000003,4.607600000000004,60.440000000000005,0,4,2,0,29,5,0.7083333333333334
CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@@]21C,-4.1896991712412825,283.15,Cyproterone acetate,427-51-0,9880.0,Yes,10.1021/acs.jced.0c00803,416.9450000000003,4.607600000000004,60.440000000000005,0,4,2,0,29,5,0.7083333333333334
CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@@]21C,-4.063234233387751,288.15,Cyproterone acetate,427-51-0,9880.0,Yes,10.1021/acs.jced.0c00803,416.9450000000003,4.607600000000004,60.440000000000005,0,4,2,0,29,5,0.7083333333333334
CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@@]21C,-3.935310341302064,293.15,Cyproterone acetate,427-51-0,9880.0,Yes,10.1021/acs.jced.0c00803,416.9450000000003,4.607600000000004,60.440000000000005,0,4,2,0,29,5,0.7083333333333334
CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@@]21C,-3.811031813246827,298.15,Cyproterone acetate,427-51-0,9880.0,Yes,10.1021/acs.jced.0c00803,416.9450000000003,4.607600000000004,60.440000000000005,0,4,2,0,29,5,0.7083333333333334
CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@@]21C,-3.6923631798575975,303.15,Cyproterone acetate,427-51-0,9880.0,Yes,10.1021/acs.jced.0c00803,416.9450000000003,4.607600000000004,60.440000000000005,0,4,2,0,29,5,0.7083333333333334
CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@@]21C,-3.5701778671208246,308.15,Cyproterone acetate,427-51-0,9880.0,Yes,10.1021/acs.jced.0c00803,416.9450000000003,4.607600000000004,60.440000000000005,0,4,2,0,29,5,0.7083333333333334
CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@@]21C,-3.4553274775867457,313.15,Cyproterone acetate,427-51-0,9880.0,Yes,10.1021/acs.jced.0c00803,416.9450000000003,4.607600000000004,60.440000000000005,0,4,2,0,29,5,0.7083333333333334
CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@@]21C,-3.345523208378905,318.15,Cyproterone acetate,427-51-0,9880.0,Yes,10.1021/acs.jced.0c00803,416.9450000000003,4.607600000000004,60.440000000000005,0,4,2,0,29,5,0.7083333333333334
